Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,02,0000,District - Chennai  02,Rural,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,02,0000,District - Chennai  02,Urban,All ages,4343645,2219539,2124106,3573356,1825973,1747383,379206,197287,181919,331261,165252,166009,2470,1403,1067,1891,1019,872,45611,23642,21969,1819,918,901
C4415,33,02,0000,District - Chennai  02,Urban,0-4,299356,151721,147635,242801,122932,119869,28894,14893,14001,23237,11646,11591,147,74,73,142,68,74,3441,1787,1654,113,54,59
C4415,33,02,0000,District - Chennai  02,Urban,5-9,333997,169413,164584,271653,137565,134088,32337,16568,15769,25001,12653,12348,162,82,80,157,90,67,3808,2001,1807,138,61,77
C4415,33,02,0000,District - Chennai  02,Urban,10-14,380997,194521,186476,309637,158089,151548,37497,19352,18145,28443,14278,14165,166,90,76,164,96,68,4231,2213,2018,158,76,82
C4415,33,02,0000,District - Chennai  02,Urban,15-19,410863,210259,200604,333005,170485,162520,41759,21625,20134,30443,15214,15229,231,142,89,160,84,76,4384,2322,2062,141,72,69
C4415,33,02,0000,District - Chennai  02,Urban,20-24,452191,224627,227564,368534,183167,185367,42930,21949,20981,34205,16209,17996,263,148,115,222,112,110,5052,2583,2469,185,97,88
C4415,33,02,0000,District - Chennai  02,Urban,25-29,444743,220147,224596,365617,181104,184513,38694,19631,19063,34347,16298,18049,275,167,108,183,93,90,4750,2425,2325,184,94,90
C4415,33,02,0000,District - Chennai  02,Urban,30-34,366428,191662,174766,302837,158538,144299,29611,15775,13836,28956,14785,14171,215,113,102,167,88,79,3981,2007,1974,163,86,77
C4415,33,02,0000,District - Chennai  02,Urban,35-39,345832,176036,169796,286727,146042,140685,28402,14660,13742,26188,12981,13207,183,102,81,149,86,63,3551,1852,1699,170,80,90
C4415,33,02,0000,District - Chennai  02,Urban,40-44,268168,143967,124201,222758,119667,103091,20930,11421,9509,20968,11018,9950,156,89,67,123,72,51,2760,1442,1318,126,75,51
C4415,33,02,0000,District - Chennai  02,Urban,45-49,236945,126188,110757,196907,105173,91734,18565,9954,8611,18519,9492,9027,156,84,72,93,51,42,2354,1242,1112,95,57,38
C4415,33,02,0000,District - Chennai  02,Urban,50-54,190198,101818,88380,157643,84246,73397,14725,8089,6636,15488,8239,7249,140,85,55,95,60,35,1795,945,850,93,47,46
C4415,33,02,0000,District - Chennai  02,Urban,55-59,134810,68722,66088,112189,56826,55363,10617,5678,4939,10295,5283,5012,87,55,32,47,30,17,1335,726,609,65,34,31
C4415,33,02,0000,District - Chennai  02,Urban,60-64,124970,62277,62693,105342,52397,52945,9128,4737,4391,9171,4457,4714,66,42,24,29,16,13,1055,540,515,39,20,19
C4415,33,02,0000,District - Chennai  02,Urban,65-69,88377,43241,45136,74356,36320,38036,6208,3230,2978,6630,3084,3546,46,31,15,41,18,23,908,464,444,49,21,28
C4415,33,02,0000,District - Chennai  02,Urban,70-74,63406,31637,31769,53853,26801,27052,4188,2177,2011,4632,2299,2333,35,16,19,19,9,10,551,282,269,27,10,17
C4415,33,02,0000,District - Chennai  02,Urban,75-79,34395,17527,16868,29277,14969,14308,2002,1053,949,2665,1307,1358,18,10,8,16,5,11,324,141,183,19,10,9
C4415,33,02,0000,District - Chennai  02,Urban,80+,39678,18780,20898,33769,16001,17768,2508,1187,1321,2883,1343,1540,25,20,5,17,9,8,353,161,192,22,9,13
C4415,33,02,0000,District - Chennai  02,Urban,Age not stated,128291,66996,61295,106451,55651,50800,10211,5308,4903,9190,4666,4524,99,53,46,67,32,35,978,509,469,32,15,17
C4415,33,03,0000,District - Kancheepuram  03,Total,All ages,2877468,1457242,1420226,2583590,1308703,1274887,113666,57977,55689,170416,85317,85099,811,509,302,521,275,246,3954,2041,1913,831,421,410
C4415,33,03,0000,District - Kancheepuram  03,Total,0-4,236095,120307,115788,211576,107851,103725,9995,5100,4895,13743,6972,6771,50,29,21,40,18,22,324,166,158,90,43,47
C4415,33,03,0000,District - Kancheepuram  03,Total,5-9,260981,132376,128605,234351,118789,115562,10877,5581,5296,14858,7549,7309,68,32,36,57,29,28,343,168,175,74,40,34
C4415,33,03,0000,District - Kancheepuram  03,Total,10-14,285982,145933,140049,257016,131089,125927,11855,6129,5726,16139,8162,7977,46,28,18,75,35,40,354,185,169,79,39,40
C4415,33,03,0000,District - Kancheepuram  03,Total,15-19,292030,148879,143151,260966,133059,127907,12949,6520,6429,16959,8593,8366,49,28,21,59,32,27,366,199,167,74,40,34
C4415,33,03,0000,District - Kancheepuram  03,Total,20-24,288917,145143,143774,257122,129542,127580,12826,6424,6402,17769,8552,9217,146,102,44,72,40,32,442,227,215,96,42,54
C4415,33,03,0000,District - Kancheepuram  03,Total,25-29,278989,135359,143630,249131,121019,128112,11316,5493,5823,17576,8344,9232,111,76,35,59,34,25,424,215,209,83,41,42
C4415,33,03,0000,District - Kancheepuram  03,Total,30-34,221418,113751,107667,198080,101947,96133,8653,4403,4250,13937,7017,6920,98,62,36,33,15,18,355,180,175,72,37,35
C4415,33,03,0000,District - Kancheepuram  03,Total,35-39,225737,112175,113562,203136,100912,102224,8539,4245,4294,13418,6668,6750,67,42,25,37,23,14,299,164,135,67,37,30
C4415,33,03,0000,District - Kancheepuram  03,Total,40-44,170064,90320,79744,152803,81252,71551,6305,3388,2917,10447,5411,5036,52,32,20,15,8,7,236,116,120,41,27,14
C4415,33,03,0000,District - Kancheepuram  03,Total,45-49,157326,81810,75516,141521,73618,67903,5725,3029,2696,9643,4946,4697,40,24,16,27,13,14,209,106,103,44,22,22
C4415,33,03,0000,District - Kancheepuram  03,Total,50-54,122489,63497,58992,110295,56931,53364,4277,2409,1868,7576,3960,3616,28,21,7,19,15,4,164,92,72,31,13,18
C4415,33,03,0000,District - Kancheepuram  03,Total,55-59,93132,46154,46978,84355,41653,42702,3171,1625,1546,5347,2751,2596,17,9,8,7,4,3,129,62,67,25,12,13
C4415,33,03,0000,District - Kancheepuram  03,Total,60-64,87460,42967,44493,79906,39166,40740,2567,1340,1227,4766,2346,2420,17,11,6,2,0,2,109,64,45,17,10,7
C4415,33,03,0000,District - Kancheepuram  03,Total,65-69,58366,28021,30345,53314,25614,27700,1793,882,911,3114,1456,1658,6,2,4,4,1,3,84,42,42,15,5,10
C4415,33,03,0000,District - Kancheepuram  03,Total,70-74,43431,22194,21237,39989,20420,19569,1153,609,544,2169,1106,1063,5,4,1,7,4,3,59,24,35,6,5,1
C4415,33,03,0000,District - Kancheepuram  03,Total,75-79,21161,11338,9823,19339,10400,8939,574,298,276,1194,614,580,4,2,2,3,1,2,23,12,11,8,2,6
C4415,33,03,0000,District - Kancheepuram  03,Total,80+,23442,11632,11810,21440,10709,10731,679,295,384,1258,594,664,5,3,2,2,2,0,25,11,14,5,4,1
C4415,33,03,0000,District - Kancheepuram  03,Total,Age not stated,10448,5386,5062,9250,4732,4518,412,207,205,503,276,227,2,2,0,3,1,2,9,8,1,4,2,2
C4415,33,03,0000,District - Kancheepuram  03,Rural,All ages,1342502,676095,666407,1260225,634824,625401,22731,11438,11293,56923,28465,28458,76,47,29,104,54,50,174,92,82,105,66,39
C4415,33,03,0000,District - Kancheepuram  03,Rural,0-4,115977,59016,56961,108780,55378,53402,2142,1105,1037,4852,2447,2405,7,2,5,10,2,8,12,7,5,12,6,6
C4415,33,03,0000,District - Kancheepuram  03,Rural,5-9,133239,67594,65645,125217,63489,61728,2286,1161,1125,5508,2839,2669,3,0,3,12,7,5,12,6,6,11,10,1
C4415,33,03,0000,District - Kancheepuram  03,Rural,10-14,144966,73870,71096,136379,69451,66928,2401,1242,1159,5958,3066,2892,10,6,4,11,7,4,17,7,10,12,9,3
C4415,33,03,0000,District - Kancheepuram  03,Rural,15-19,143411,72913,70498,134085,68167,65918,2660,1289,1371,6173,3121,3052,7,5,2,10,8,2,17,10,7,11,9,2
C4415,33,03,0000,District - Kancheepuram  03,Rural,20-24,129028,65517,63511,120330,61357,58973,2449,1190,1259,5861,2783,3078,7,6,1,12,5,7,27,13,14,10,7,3
C4415,33,03,0000,District - Kancheepuram  03,Rural,25-29,121063,58689,62374,113184,54840,58344,2170,1064,1106,5516,2691,2825,4,2,2,8,4,4,13,10,3,10,5,5
C4415,33,03,0000,District - Kancheepuram  03,Rural,30-34,92423,46557,45866,86698,43718,42980,1573,776,797,4021,2003,2018,6,4,2,11,3,8,9,5,4,9,5,4
C4415,33,03,0000,District - Kancheepuram  03,Rural,35-39,101496,49138,52358,95318,46178,49140,1707,795,912,4342,2098,2244,8,4,4,8,6,2,12,5,7,8,4,4
C4415,33,03,0000,District - Kancheepuram  03,Rural,40-44,74933,39544,35389,70492,37202,33290,1188,655,533,3141,1630,1511,12,9,3,5,4,1,7,4,3,7,3,4
C4415,33,03,0000,District - Kancheepuram  03,Rural,45-49,71669,36688,34981,67403,34468,32935,1170,617,553,3002,1555,1447,5,4,1,5,3,2,11,5,6,4,2,2
C4415,33,03,0000,District - Kancheepuram  03,Rural,50-54,54905,27665,27240,51760,26023,25737,826,452,374,2245,1149,1096,4,4,0,3,2,1,10,4,6,3,3,0
C4415,33,03,0000,District - Kancheepuram  03,Rural,55-59,44076,21357,22719,41568,20104,21464,660,339,321,1805,893,912,0,0,0,2,1,1,3,2,1,2,0,2
C4415,33,03,0000,District - Kancheepuram  03,Rural,60-64,42455,20492,21963,40191,19396,20795,563,296,267,1653,782,871,3,1,2,1,0,1,7,5,2,2,1,1
C4415,33,03,0000,District - Kancheepuram  03,Rural,65-69,27330,12978,14352,25911,12340,13571,350,168,182,1039,456,583,0,0,0,1,1,0,7,3,4,1,0,1
C4415,33,03,0000,District - Kancheepuram  03,Rural,70-74,20879,10959,9920,19831,10413,9418,222,108,114,794,422,372,0,0,0,3,1,2,5,3,2,1,1,0
C4415,33,03,0000,District - Kancheepuram  03,Rural,75-79,9193,5100,4093,8660,4811,3849,119,62,57,402,220,182,0,0,0,0,0,0,3,2,1,0,0,0
C4415,33,03,0000,District - Kancheepuram  03,Rural,80+,10448,5495,4953,9853,5197,4656,133,69,64,442,220,222,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,03,0000,District - Kancheepuram  03,Rural,Age not stated,5011,2523,2488,4565,2292,2273,112,50,62,169,90,79,0,0,0,2,0,2,1,1,0,2,1,1
C4415,33,03,0000,District - Kancheepuram  03,Urban,All ages,1534966,781147,753819,1323365,673879,649486,90935,46539,44396,113493,56852,56641,735,462,273,417,221,196,3780,1949,1831,726,355,371
C4415,33,03,0000,District - Kancheepuram  03,Urban,0-4,120118,61291,58827,102796,52473,50323,7853,3995,3858,8891,4525,4366,43,27,16,30,16,14,312,159,153,78,37,41
C4415,33,03,0000,District - Kancheepuram  03,Urban,5-9,127742,64782,62960,109134,55300,53834,8591,4420,4171,9350,4710,4640,65,32,33,45,22,23,331,162,169,63,30,33
C4415,33,03,0000,District - Kancheepuram  03,Urban,10-14,141016,72063,68953,120637,61638,58999,9454,4887,4567,10181,5096,5085,36,22,14,64,28,36,337,178,159,67,30,37
C4415,33,03,0000,District - Kancheepuram  03,Urban,15-19,148619,75966,72653,126881,64892,61989,10289,5231,5058,10786,5472,5314,42,23,19,49,24,25,349,189,160,63,31,32
C4415,33,03,0000,District - Kancheepuram  03,Urban,20-24,159889,79626,80263,136792,68185,68607,10377,5234,5143,11908,5769,6139,139,96,43,60,35,25,415,214,201,86,35,51
C4415,33,03,0000,District - Kancheepuram  03,Urban,25-29,157926,76670,81256,135947,66179,69768,9146,4429,4717,12060,5653,6407,107,74,33,51,30,21,411,205,206,73,36,37
C4415,33,03,0000,District - Kancheepuram  03,Urban,30-34,128995,67194,61801,111382,58229,53153,7080,3627,3453,9916,5014,4902,92,58,34,22,12,10,346,175,171,63,32,31
C4415,33,03,0000,District - Kancheepuram  03,Urban,35-39,124241,63037,61204,107818,54734,53084,6832,3450,3382,9076,4570,4506,59,38,21,29,17,12,287,159,128,59,33,26
C4415,33,03,0000,District - Kancheepuram  03,Urban,40-44,95131,50776,44355,82311,44050,38261,5117,2733,2384,7306,3781,3525,40,23,17,10,4,6,229,112,117,34,24,10
C4415,33,03,0000,District - Kancheepuram  03,Urban,45-49,85657,45122,40535,74118,39150,34968,4555,2412,2143,6641,3391,3250,35,20,15,22,10,12,198,101,97,40,20,20
C4415,33,03,0000,District - Kancheepuram  03,Urban,50-54,67584,35832,31752,58535,30908,27627,3451,1957,1494,5331,2811,2520,24,17,7,16,13,3,154,88,66,28,10,18
C4415,33,03,0000,District - Kancheepuram  03,Urban,55-59,49056,24797,24259,42787,21549,21238,2511,1286,1225,3542,1858,1684,17,9,8,5,3,2,126,60,66,23,12,11
C4415,33,03,0000,District - Kancheepuram  03,Urban,60-64,45005,22475,22530,39715,19770,19945,2004,1044,960,3113,1564,1549,14,10,4,1,0,1,102,59,43,15,9,6
C4415,33,03,0000,District - Kancheepuram  03,Urban,65-69,31036,15043,15993,27403,13274,14129,1443,714,729,2075,1000,1075,6,2,4,3,0,3,77,39,38,14,5,9
C4415,33,03,0000,District - Kancheepuram  03,Urban,70-74,22552,11235,11317,20158,10007,10151,931,501,430,1375,684,691,5,4,1,4,3,1,54,21,33,5,4,1
C4415,33,03,0000,District - Kancheepuram  03,Urban,75-79,11968,6238,5730,10679,5589,5090,455,236,219,792,394,398,4,2,2,3,1,2,20,10,10,8,2,6
C4415,33,03,0000,District - Kancheepuram  03,Urban,80+,12994,6137,6857,11587,5512,6075,546,226,320,816,374,442,5,3,2,2,2,0,24,11,13,5,4,1
C4415,33,03,0000,District - Kancheepuram  03,Urban,Age not stated,5437,2863,2574,4685,2440,2245,300,157,143,334,186,148,2,2,0,1,1,0,8,7,1,2,1,1
C4415,33,04,0000,District - Vellore  04,Total,All ages,3477317,1741083,1736234,3016962,1512054,1504908,350771,175771,175000,102477,49507,52970,535,298,237,380,198,182,3489,1767,1722,297,166,131
C4415,33,04,0000,District - Vellore  04,Total,0-4,303706,156092,147614,259649,133634,126015,35902,18321,17581,7557,3845,3712,42,18,24,31,9,22,274,127,147,44,26,18
C4415,33,04,0000,District - Vellore  04,Total,5-9,346686,177046,169640,295943,151356,144587,41437,20882,20555,8602,4407,4195,36,16,20,29,17,12,315,154,161,30,18,12
C4415,33,04,0000,District - Vellore  04,Total,10-14,369051,187581,181470,315022,160278,154744,42610,21581,21029,10703,5366,5337,62,30,32,38,16,22,371,195,176,21,11,10
C4415,33,04,0000,District - Vellore  04,Total,15-19,351329,177610,173719,297122,151479,145643,42528,20517,22011,11017,5261,5756,50,30,20,28,17,11,345,177,168,21,17,4
C4415,33,04,0000,District - Vellore  04,Total,20-24,324407,162082,162325,277360,138892,138468,35938,18152,17786,10416,4675,5741,56,35,21,46,24,22,371,191,180,33,14,19
C4415,33,04,0000,District - Vellore  04,Total,25-29,304192,144310,159882,264754,125761,138993,29328,13932,15396,9493,4309,5184,52,31,21,33,16,17,328,168,160,35,11,24
C4415,33,04,0000,District - Vellore  04,Total,30-34,248188,122610,125578,217238,107350,109888,22561,11329,11232,7807,3628,4179,37,23,14,32,15,17,322,152,170,35,26,9
C4415,33,04,0000,District - Vellore  04,Total,35-39,268430,129579,138851,236123,114035,122088,23955,11535,12420,7805,3712,4093,39,22,17,37,19,18,301,171,130,19,10,9
C4415,33,04,0000,District - Vellore  04,Total,40-44,199574,106615,92959,175343,93675,81668,17541,9513,8028,6298,3218,3080,45,25,20,19,12,7,193,102,91,17,14,3
C4415,33,04,0000,District - Vellore  04,Total,45-49,193001,99916,93085,170278,88020,82258,16597,8804,7793,5777,2904,2873,31,17,14,21,14,7,182,97,85,10,6,4
C4415,33,04,0000,District - Vellore  04,Total,50-54,144098,75168,68930,127323,66303,61020,12022,6424,5598,4485,2281,2204,24,21,3,11,7,4,123,70,53,9,3,6
C4415,33,04,0000,District - Vellore  04,Total,55-59,112265,54697,57568,100004,48602,51402,8684,4376,4308,3381,1634,1747,17,6,11,11,4,7,108,51,57,8,3,5
C4415,33,04,0000,District - Vellore  04,Total,60-64,107702,51125,56577,96736,45808,50928,7655,3776,3879,3118,1450,1668,15,8,7,16,9,7,87,44,43,5,1,4
C4415,33,04,0000,District - Vellore  04,Total,65-69,73145,33286,39859,65897,29807,36090,4971,2447,2524,2146,970,1176,7,5,2,7,4,3,63,24,39,3,2,1
C4415,33,04,0000,District - Vellore  04,Total,70-74,56697,27111,29586,51256,24600,26656,3675,1691,1984,1672,774,898,7,3,4,10,7,3,43,18,25,5,3,2
C4415,33,04,0000,District - Vellore  04,Total,75-79,27456,13722,13734,24989,12480,12509,1581,782,799,836,433,403,2,1,1,2,2,0,17,9,8,0,0,0
C4415,33,04,0000,District - Vellore  04,Total,80+,31324,14241,17083,28192,12894,15298,2125,892,1233,939,420,519,8,4,4,5,4,1,26,10,16,2,1,1
C4415,33,04,0000,District - Vellore  04,Total,Age not stated,16066,8292,7774,13733,7080,6653,1661,817,844,425,220,205,5,3,2,4,2,2,20,7,13,0,0,0
C4415,33,04,0000,District - Vellore  04,Rural,All ages,2169319,1088090,1081229,2060885,1033987,1026898,60224,30280,29944,45974,22680,23294,194,112,82,112,60,52,328,155,173,91,53,38
C4415,33,04,0000,District - Vellore  04,Rural,0-4,195526,100862,94664,184968,95446,89522,6586,3392,3194,3761,1920,1841,14,5,9,14,4,10,29,13,16,14,10,4
C4415,33,04,0000,District - Vellore  04,Rural,5-9,223075,114754,108321,211153,108681,102472,7480,3787,3693,4225,2172,2053,11,4,7,14,11,3,28,8,20,12,9,3
C4415,33,04,0000,District - Vellore  04,Rural,10-14,230584,117451,113133,218193,111098,107095,7413,3814,3599,4747,2432,2315,15,8,7,10,3,7,36,16,20,3,2,1
C4415,33,04,0000,District - Vellore  04,Rural,15-19,212413,109007,103406,200276,102913,97363,7289,3647,3642,4667,2353,2314,16,13,3,4,1,3,21,12,9,1,1,0
C4415,33,04,0000,District - Vellore  04,Rural,20-24,194394,98200,96194,183764,92974,90790,5815,2915,2900,4620,2207,2413,33,23,10,16,8,8,23,10,13,7,2,5
C4415,33,04,0000,District - Vellore  04,Rural,25-29,185861,88134,97727,176651,83790,92861,4781,2259,2522,4249,1994,2255,23,13,10,6,4,2,32,19,13,14,2,12
C4415,33,04,0000,District - Vellore  04,Rural,30-34,151086,74460,76626,143792,70950,72842,3725,1817,1908,3394,1603,1791,14,8,6,9,4,5,38,14,24,14,13,1
C4415,33,04,0000,District - Vellore  04,Rural,35-39,166561,80245,86316,158888,76555,82333,4040,1925,2115,3482,1685,1797,15,11,4,9,4,5,22,12,10,6,3,3
C4415,33,04,0000,District - Vellore  04,Rural,40-44,122220,64946,57274,116500,61949,54551,2897,1552,1345,2699,1378,1321,11,6,5,6,4,2,20,11,9,4,4,0
C4415,33,04,0000,District - Vellore  04,Rural,45-49,120212,61583,58629,114740,58758,55982,2829,1495,1334,2536,1274,1262,12,5,7,6,4,2,17,10,7,3,2,1
C4415,33,04,0000,District - Vellore  04,Rural,50-54,90101,46192,43909,85929,44065,41864,2067,1049,1018,2006,1021,985,6,5,1,1,1,0,18,9,9,1,0,1
C4415,33,04,0000,District - Vellore  04,Rural,55-59,72495,35171,37324,69408,33632,35776,1505,786,719,1514,725,789,8,5,3,2,1,1,15,6,9,5,1,4
C4415,33,04,0000,District - Vellore  04,Rural,60-64,70558,33257,37301,67723,31909,35814,1359,682,677,1399,633,766,7,4,3,4,3,1,9,4,5,2,0,2
C4415,33,04,0000,District - Vellore  04,Rural,65-69,48593,22050,26543,46654,21136,25518,878,424,454,1009,464,545,1,0,1,2,1,1,9,4,5,1,0,1
C4415,33,04,0000,District - Vellore  04,Rural,70-74,37971,18441,19530,36520,17730,18790,654,311,343,761,379,382,2,0,2,4,3,1,4,3,1,3,3,0
C4415,33,04,0000,District - Vellore  04,Rural,75-79,18240,9255,8985,17576,8910,8666,310,162,148,331,173,158,1,0,1,0,0,0,1,0,1,0,0,0
C4415,33,04,0000,District - Vellore  04,Rural,80+,20846,9716,11130,19994,9344,10650,404,168,236,414,182,232,5,2,3,4,3,1,5,4,1,1,1,0
C4415,33,04,0000,District - Vellore  04,Rural,Age not stated,8583,4366,4217,8156,4147,4009,192,95,97,160,85,75,0,0,0,1,1,0,1,0,1,0,0,0
C4415,33,04,0000,District - Vellore  04,Urban,All ages,1307998,652993,655005,956077,478067,478010,290547,145491,145056,56503,26827,29676,341,186,155,268,138,130,3161,1612,1549,206,113,93
C4415,33,04,0000,District - Vellore  04,Urban,0-4,108180,55230,52950,74681,38188,36493,29316,14929,14387,3796,1925,1871,28,13,15,17,5,12,245,114,131,30,16,14
C4415,33,04,0000,District - Vellore  04,Urban,5-9,123611,62292,61319,84790,42675,42115,33957,17095,16862,4377,2235,2142,25,12,13,15,6,9,287,146,141,18,9,9
C4415,33,04,0000,District - Vellore  04,Urban,10-14,138467,70130,68337,96829,49180,47649,35197,17767,17430,5956,2934,3022,47,22,25,28,13,15,335,179,156,18,9,9
C4415,33,04,0000,District - Vellore  04,Urban,15-19,138916,68603,70313,96846,48566,48280,35239,16870,18369,6350,2908,3442,34,17,17,24,16,8,324,165,159,20,16,4
C4415,33,04,0000,District - Vellore  04,Urban,20-24,130013,63882,66131,93596,45918,47678,30123,15237,14886,5796,2468,3328,23,12,11,30,16,14,348,181,167,26,12,14
C4415,33,04,0000,District - Vellore  04,Urban,25-29,118331,56176,62155,88103,41971,46132,24547,11673,12874,5244,2315,2929,29,18,11,27,12,15,296,149,147,21,9,12
C4415,33,04,0000,District - Vellore  04,Urban,30-34,97102,48150,48952,73446,36400,37046,18836,9512,9324,4413,2025,2388,23,15,8,23,11,12,284,138,146,21,13,8
C4415,33,04,0000,District - Vellore  04,Urban,35-39,101869,49334,52535,77235,37480,39755,19915,9610,10305,4323,2027,2296,24,11,13,28,15,13,279,159,120,13,7,6
C4415,33,04,0000,District - Vellore  04,Urban,40-44,77354,41669,35685,58843,31726,27117,14644,7961,6683,3599,1840,1759,34,19,15,13,8,5,173,91,82,13,10,3
